Count,Latitude,Longitude,사업장명,업태구분명
400,37.5546134,127.1536615,(주)이마트명일점,그 밖의 대규모점포
401,37.5397244,127.1278804,천호코오롱상가,그 밖의 대규모점포
402,37.5546134,127.1536615,신세계 이마트 명일점,대형마트
403,37.5133121,127.1037107,롯데백화점 에비뉴엘 월드타워점,백화점
404,37.5133121,127.1037107,롯데쇼핑(주) 롯데마트 월드타워점,대형마트
405,37.5188846,127.0992806,롯데캐슬플라자,쇼핑센터
406,37.4885195,127.1143775,롯데쇼핑(주)롯데마트 송파점,대형마트
407,37.5111034,127.0939188,롯데백화점 잠실점,백화점
408,37.5111034,127.0939188,롯데쇼핑(주)롯데마트 제타플렉스 잠실점,대형마트
409,37.5650592,126.8029919,롯데몰 김포공항,쇼핑센터
410,37.5613536,126.8461449,(주) 이랜드리테일 강서점,백화점
411,37.5412704,127.1258822,이천일아울렛 천호점,그 밖의 대규모점포
412,37.5604432,126.9795494,신세계백화점메사점,쇼핑센터
413,37.5691795,127.0109129,남평화상가(주),그 밖의 대규모점포
414,37.5942274,127.0585314,롯데쇼핑(주) 롯데마켓 999 이문점,복합쇼핑몰
415,37.5809822,127.0468713,롯데백화점 청량리역사점,백화점
416,37.5083529,127.0059798,뉴코아백화점,백화점
417,37.4599717,126.8972361,롯데쇼핑(주) 금천 독산점,쇼핑센터
418,37.4902606,126.9323271,롯데쇼핑(주) 관악점,백화점
419,37.5635116,126.9817225,롯데쇼핑본점영플라자,백화점
420,37.5581657,126.9695878,롯데쇼핑(주)롯데마트 제타플렉스 서울역점,대형마트
421,37.5168362,126.9052178,(주)신세계 타임스퀘어점,백화점
422,37.5607989,126.9816119,신세계백화점,백화점
423,37.5282335,126.9040803,롯데쇼핑(주) 롯데마트맥스 영등포점,대형마트
424,37.4718312,126.8952302,롯데쇼핑(주) 롯데마트맥스 금천점,대형마트
425,37.6056596,126.9216362,롯데쇼핑(주) 롯데슈퍼 역촌점,그 밖의 대규모점포
426,37.5359522,127.0762701,롯데백화점 건대스타시티점,백화점
427,37.5356687,127.0946879,롯데쇼핑(주)롯데마트 강변점,대형마트
